TimeStamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Label
00:02:08:636,-0.07,-0.38,1.1,-0.05,-0.01,-0.02,Ban Normal
00:02:08:736,-0.04,-0.12,1.11,-0.02,-0.07,0.01,Ban Normal
00:02:08:836,0.02,-0.18,1.12,-0.18,0.01,-0.03,Ban Normal
00:02:08:936,-0.03,-0.35,0.99,-0.11,0.02,-0.01,Ban Normal
00:02:09:036,-0.03,-0.31,0.93,-0.12,0.01,0.01,Ban Normal
00:02:09:136,0.02,-0.12,1.15,-0.1,0.01,0,Ban Normal
00:02:09:236,-0.01,-0.36,1.04,-0.15,0.06,0.01,Ban Normal
00:02:09:336,-0.04,-0.22,0.99,-0.11,0.05,0.01,Ban Normal
00:02:09:436,0.04,-0.33,1.04,-0.23,0.05,0.01,Ban Normal
00:02:09:536,-0.01,-0.25,0.9,-0.11,0.01,0.04,Ban Normal
00:02:09:635,0.01,-0.31,1.17,-0.2,0.12,0.02,Ban Normal
00:02:09:736,-0.06,-0.26,0.85,-0.15,0.19,0.05,Ban Normal
00:02:09:836,0.03,-0.12,1.09,-0.07,0.18,-0.03,Ban Normal
00:02:09:935,-0.04,-0.23,0.98,-0.04,0.07,-0.14,Ban Normal
00:02:10:036,-0.03,-0.21,1.17,-0.09,0.14,-0.13,Ban Normal
00:02:10:136,-0.03,-0.4,1.05,-0.17,0.1,-0.15,Ban Normal
00:02:10:236,-0.01,-0.17,1.16,-0.07,0.04,-0.14,Ban Normal
00:02:10:336,-0.04,-0.29,0.89,0.04,-0.05,-0.18,Ban Normal
00:02:10:435,-0.03,-0.16,1.23,-0.08,0.01,-0.23,Ban Normal
00:02:10:536,-0.05,-0.32,1.03,-0.15,-0.06,-0.25,Ban Normal
00:02:10:636,0.04,0.04,1,-0.02,-0.21,-0.22,Ban Normal
00:02:10:735,-0.06,-0.15,1.1,-0.09,-0.12,-0.16,Ban Normal
00:02:10:835,-0.04,-0.24,1.02,-0.24,-0.11,-0.09,Ban Normal
00:02:10:936,-0.05,-0.28,0.92,-0.08,-0.12,-0.04,Ban Normal
00:02:11:036,-0.01,-0.25,1,-0.06,-0.13,-0.03,Ban Normal
00:02:11:136,-0.01,-0.04,1.21,-0.06,-0.13,-0.04,Ban Normal
00:02:11:236,-0.01,-0.17,1.15,-0.17,-0.15,-0.04,Ban Normal
00:02:11:336,-0.01,-0.02,1.12,-0.25,-0.14,0.01,Ban Normal
00:02:11:436,-0.04,-0.1,1.02,-0.1,-0.05,0.1,Ban Normal
00:02:11:536,-0.01,-0.2,1.1,-0.12,-0.03,0.13,Ban Normal
00:02:11:635,-0.01,-0.3,1.08,-0.19,0.03,0.1,Ban Normal
00:02:11:735,0,-0.16,1.09,-0.15,0.05,0.12,Ban Normal
00:02:11:835,-0.03,-0.25,1.05,-0.04,0.04,0.11,Ban Normal
00:02:11:935,0.01,-0.15,1.23,-0.14,0.11,0.07,Ban Normal
00:02:12:036,0.01,-0.21,1.08,-0.13,-0.02,0.07,Ban Normal
00:02:12:135,0.02,-0.11,1.19,-0.01,0.02,0.07,Ban Normal
00:02:12:236,0.01,-0.29,1.01,-0.21,-0.03,0.03,Ban Normal
00:02:12:336,-0.01,-0.43,1.06,-0.42,0.03,-0.01,Ban Normal
00:02:12:435,0.03,-0.27,1,-0.31,0.03,0.05,Ban Normal
00:02:12:536,-0.03,-0.19,1.15,-0.22,0.01,0.12,Ban Normal
00:02:12:636,-0.01,-0.15,1.22,-0.17,0.05,0.09,Ban Normal
00:02:12:735,-0.04,-0.14,1.14,0.08,0.11,0.09,Ban Normal
00:02:12:835,-0.03,-0.22,1.3,-0.07,0.18,0.06,Ban Normal
00:02:12:935,-0.02,-0.38,1.09,-0.18,0.13,0.03,Ban Normal
00:02:13:036,-0.05,-0.25,0.85,-0.1,0.1,0.02,Ban Normal
00:02:13:136,0,-0.3,1.03,-0.14,0.09,-0.01,Ban Normal
00:02:13:236,0.02,-0.38,1,-0.17,0.04,-0.05,Ban Normal
00:02:13:336,-0.02,-0.41,0.88,-0.08,-0.04,-0.05,Ban Normal
00:02:13:436,-0.08,-0.31,0.97,-0.06,0.12,-0.02,Ban Normal
00:02:13:536,-0.03,-0.43,1.11,-0.18,0.11,-0.06,Ban Normal
00:02:13:636,-0.02,-0.43,0.97,-0.1,0.05,-0.05,Ban Normal
00:02:13:736,-0.05,-0.47,0.91,0.03,0.07,-0.08,Ban Normal
00:02:13:836,-0.02,-0.3,0.95,-0.18,-0.04,-0.14,Ban Normal
00:02:13:936,-0.07,-0.1,1.08,-0.08,-0.07,-0.11,Ban Normal
00:02:14:035,-0.02,-0.03,1.11,0.07,-0.06,-0.07,Ban Normal
00:02:14:136,-0.03,0,1.13,0.05,-0.08,-0.07,Ban Normal
00:02:14:236,-0.02,-0.16,1.13,-0.04,-0.13,-0.08,Ban Normal
00:02:14:336,-0.05,-0.28,0.95,0.01,-0.12,-0.04,Ban Normal
00:02:14:436,-0.01,-0.12,0.84,0.06,-0.09,-0.01,Ban Normal
00:02:14:536,-0.07,-0.04,1.05,-0.04,-0.05,0,Ban Normal
00:02:14:635,-0.03,-0.19,0.9,-0.19,0,0,Ban Normal
00:02:14:735,-0.01,-0.15,0.93,-0.09,-0.07,0.04,Ban Normal
00:02:14:835,-0.02,-0.29,1.06,-0.08,0,0.05,Ban Normal
00:02:14:935,-0.03,-0.32,0.94,-0.16,0.05,0.05,Ban Normal
00:02:15:035,-0.03,-0.1,1.05,-0.04,0,0.03,Ban Normal
00:02:15:135,-0.02,-0.07,1.02,-0.06,0.07,0.03,Ban Normal
00:02:15:236,0,-0.1,1.03,-0.02,0,0.01,Ban Normal
00:02:15:335,-0.05,-0.15,0.91,0.1,0.07,0,Ban Normal
00:02:15:435,-0.05,-0.31,0.87,-0.19,0.05,-0.04,Ban Normal
00:02:15:535,0,-0.26,0.9,-0.16,-0.02,-0.05,Ban Normal
00:02:15:635,-0.04,-0.08,1.04,-0.11,-0.03,-0.04,Ban Normal
00:02:15:735,-0.03,-0.01,1.03,0.07,-0.01,-0.02,Ban Normal
00:02:15:836,-0.02,-0.18,1,-0.03,-0.03,-0.02,Ban Normal
00:02:15:936,-0.01,-0.03,1.12,-0.01,-0.05,-0.02,Ban Normal
00:02:16:035,-0.05,-0.22,1.06,0.02,0.02,0.01,Ban Normal
00:02:16:136,-0.04,-0.09,1.02,0.16,-0.02,0.02,Ban Normal
00:02:16:236,-0.05,-0.34,0.86,-0.04,-0.06,0,Ban Normal
00:02:16:336,-0.03,-0.27,0.73,-0.03,-0.03,0.03,Ban Normal
00:02:16:435,-0.02,-0.15,0.86,-0.24,0.04,0.01,Ban Normal
00:02:16:536,-0.01,-0.15,1.01,-0.15,0.04,-0.01,Ban Normal
00:02:16:635,-0.04,-0.01,1.14,0.07,0.06,-0.01,Ban Normal
00:02:16:735,-0.06,-0.36,1.01,0.09,0.03,-0.05,Ban Normal
00:02:16:836,0,-0.42,0.92,-0.09,0,-0.08,Ban Normal
00:02:16:935,0.03,-0.25,1.26,-0.46,0.12,-0.09,Ban Normal
00:02:17:035,-0.06,0.05,1.08,0.05,-0.11,-0.02,Ban Normal
00:02:17:136,-0.08,-0.01,0.98,-0.01,0,-0.07,Ban Normal
00:02:17:236,0.06,-0.19,1.32,-0.34,0.19,-0.12,Ban Normal
00:02:17:335,-0.05,-0.41,1.11,-0.11,-0.04,-0.03,Ban Normal
00:02:17:436,0,-0.44,1.36,-0.54,0.03,-0.08,Ban Normal
00:02:17:536,-0.03,0.12,1.16,0.1,-0.16,0.04,Ban Normal
00:02:17:636,-0.02,-0.28,0.9,-0.24,0.04,-0.02,Ban Normal
00:02:17:736,0,-0.32,1.24,-0.24,0.13,-0.03,Ban Normal
00:02:17:836,-0.04,-0.17,1.11,-0.22,-0.05,-0.01,Ban Normal
00:02:17:936,-0.03,-0.13,1.17,-0.13,0.06,-0.03,Ban Normal
00:02:18:036,0.02,-0.41,1.06,-0.46,0.07,-0.05,Ban Normal
00:02:18:136,-0.05,-0.12,1.02,0.11,-0.12,0.02,Ban Normal
00:02:18:236,0,-0.14,0.92,-0.03,-0.02,-0.03,Ban Normal
00:02:18:336,-0.03,-0.2,0.75,-0.12,-0.05,-0.01,Ban Normal
00:02:18:435,0,-0.18,1.11,-0.05,-0.04,0,Ban Normal
00:02:18:535,0,-0.05,1.27,-0.2,-0.02,-0.04,Ban Normal
00:02:18:635,-0.03,-0.26,0.92,-0.12,0.06,-0.02,Ban Normal
00:02:18:735,-0.09,-0.42,0.95,-0.07,-0.01,0.01,Ban Normal
00:02:18:835,0,-0.22,0.87,-0.15,-0.09,-0.02,Ban Normal
00:02:18:935,-0.03,-0.29,1.19,-0.02,0.09,-0.01,Ban Normal
00:02:19:036,0.04,-0.23,1.19,-0.25,0.03,-0.04,Ban Normal
00:02:19:135,0.02,-0.15,1.09,-0.24,0.01,-0.03,Ban Normal
00:02:19:236,-0.02,-0.1,0.92,-0.08,0.02,-0.02,Ban Normal
00:02:19:335,-0.03,-0.15,1.03,0.06,0.07,-0.03,Ban Normal
00:02:19:436,-0.03,-0.15,0.95,-0.16,-0.02,-0.04,Ban Normal
00:02:19:535,-0.05,0.02,1.13,0.03,0.02,0.01,Ban Normal
00:02:19:635,0.01,-0.12,1.04,-0.02,-0.06,-0.03,Ban Normal
00:02:19:735,-0.02,-0.16,1.04,0,0.01,0.01,Ban Normal
00:02:19:835,-0.04,-0.18,0.89,0.06,-0.07,0.01,Ban Normal
00:02:19:935,-0.05,-0.39,1.11,-0.07,0.04,-0.01,Ban Normal
00:02:20:035,-0.04,-0.05,1.09,-0.17,0.01,-0.02,Ban Normal
00:02:20:135,0.03,-0.08,1.17,-0.23,-0.04,-0.02,Ban Normal
00:02:20:236,-0.02,-0.13,0.99,-0.05,-0.04,0,Ban Normal
00:02:20:335,-0.01,0.06,1.01,-0.14,0.02,0.01,Ban Normal
00:02:20:435,-0.03,-0.21,1.11,-0.15,0,0,Ban Normal
00:02:20:535,-0.03,-0.21,1.11,-0.03,0.04,-0.01,Ban Normal
00:02:20:637,0.02,-0.26,1.03,-0.18,0.07,-0.04,Ban Normal
00:02:20:735,-0.05,-0.14,1.11,-0.23,0,-0.03,Ban Normal
00:02:20:835,-0.03,-0.25,0.73,0.1,-0.05,0.02,Ban Normal
00:02:20:935,-0.04,-0.03,1.04,0.09,0.03,0,Ban Normal
00:02:21:036,-0.03,-0.13,0.9,0.12,0.06,0,Ban Normal
00:02:21:135,-0.07,-0.22,1.35,-0.13,0.02,0,Ban Normal
00:02:21:236,-0.08,-0.16,1.53,0.1,0.16,-0.04,Ban Normal
00:02:21:336,0.03,-0.27,0.84,-0.02,-0.14,-0.05,Ban Normal
00:02:21:436,-0.06,-0.3,1.1,-0.15,0.17,0,Ban Normal
00:02:21:536,0,-0.29,1.12,-0.62,-0.15,-0.06,Ban Normal
00:02:21:635,-0.05,-0.13,1.28,-0.23,0.02,0.01,Ban Normal
00:02:21:736,0.02,-0.07,1.05,-0.34,-0.13,-0.04,Ban Normal
00:02:21:836,0.04,-0.37,1.21,-0.68,0.07,-0.07,Ban Normal
00:02:21:936,0.06,-0.15,0.53,-0.11,-0.08,0.01,Ban Normal
00:02:22:036,-0.08,0.02,0.77,0.31,0.07,0.07,Ban Normal
00:02:22:136,-0.09,-0.05,1.22,0.06,0.14,0.03,Ban Normal
00:02:22:236,-0.03,-0.19,1.11,-0.04,0.01,-0.03,Ban Normal
00:02:22:336,0.02,-0.42,1.02,-0.38,0.12,-0.07,Ban Normal
00:02:22:436,0.03,-0.33,0.71,-0.13,-0.1,-0.05,Ban Normal
00:02:22:536,0.03,-0.26,1.31,-0.2,0.02,-0.06,Ban Normal
00:02:22:636,-0.03,-0.14,1.04,-0.02,-0.06,-0.04,Ban Normal
00:02:22:736,-0.07,-0.42,0.93,0.04,-0.01,-0.04,Ban Normal
00:02:22:836,0.01,-0.16,1.16,-0.02,-0.06,-0.07,Ban Normal
00:02:22:936,-0.05,-0.28,0.96,-0.08,-0.02,-0.05,Ban Normal
00:02:23:036,-0.01,-0.29,0.82,-0.1,-0.11,-0.01,Ban Normal
00:02:23:136,-0.03,-0.05,1.13,0.03,-0.06,-0.02,Ban Normal
00:02:23:236,0,-0.29,0.98,-0.11,-0.04,-0.02,Ban Normal
00:02:23:336,-0.06,-0.32,0.88,-0.12,0.02,0.01,Ban Normal
00:02:23:436,0.01,-0.29,1.16,-0.06,0.07,0.02,Ban Normal
00:02:23:536,-0.03,-0.32,0.92,0.07,-0.1,0.04,Ban Normal
00:02:23:636,-0.03,-0.22,1.15,-0.07,-0.01,0.04,Ban Normal
00:02:23:736,-0.04,-0.45,0.79,-0.03,-0.02,0,Ban Normal
00:02:23:836,-0.03,-0.66,1.02,-0.04,0.07,0,Ban Normal
00:02:23:936,0.03,-0.3,0.94,-0.19,-0.14,0.02,Ban Normal
00:02:24:036,-0.05,-0.59,1.34,0.2,0.28,0.09,Ban Normal
00:02:24:136,0.03,-0.3,0.93,-0.26,0.03,-0.05,Ban Normal
00:02:24:236,-0.04,0.1,0.97,-0.08,0.03,0,Ban Normal
00:02:24:336,0,-0.13,1.03,-0.15,0,0.03,Ban Normal
00:02:24:436,-0.06,-0.19,1.16,-0.1,-0.02,0.02,Ban Normal
00:02:24:536,-0.04,-0.15,0.63,0.13,0.03,0.01,Ban Normal
00:02:24:636,-0.06,-0.14,1.19,-0.04,0.11,-0.02,Ban Normal
00:02:24:736,-0.05,-0.34,0.96,0.07,0,-0.02,Ban Normal
00:02:24:836,-0.03,-0.18,1.22,-0.04,0.09,-0.03,Ban Normal
00:02:24:936,-0.03,-0.26,0.96,-0.11,0.02,-0.04,Ban Normal
00:02:25:035,-0.01,-0.21,1.01,-0.03,0.05,-0.02,Ban Normal
00:02:25:136,-0.01,-0.1,1.1,-0.04,-0.03,-0.03,Ban Normal
00:02:25:236,-0.05,-0.35,0.88,-0.01,-0.02,-0.02,Ban Normal
00:02:25:336,-0.02,-0.29,1.05,-0.13,0.11,-0.02,Ban Normal
00:02:25:436,-0.01,-0.12,1.2,-0.18,-0.04,-0.04,Ban Normal
00:02:25:536,-0.02,-0.34,0.78,-0.06,-0.03,-0.04,Ban Normal
00:02:25:636,-0.02,-0.22,0.95,-0.04,0.05,-0.02,Ban Normal
00:02:25:736,-0.02,-0.21,1.14,-0.02,0.05,-0.02,Ban Normal
00:02:25:836,-0.02,-0.4,0.89,-0.14,-0.06,-0.04,Ban Normal
00:02:25:936,0,-0.7,1.04,-0.37,0.14,-0.08,Ban Normal
00:02:26:036,0.04,-0.03,0.54,-0.06,-0.07,-0.02,Ban Normal
00:02:26:135,-0.07,-0.13,1.17,0.27,0.15,0.02,Ban Normal
00:02:26:236,-0.1,-0.46,1.17,-0.14,0.04,-0.05,Ban Normal
00:02:26:336,-0.02,-0.22,0.89,-0.16,-0.01,-0.04,Ban Normal
00:02:26:436,-0.03,0,1.03,-0.09,-0.06,-0.03,Ban Normal
00:02:26:536,-0.03,-0.16,1.06,-0.1,-0.02,-0.02,Ban Normal
00:02:26:636,-0.03,-0.25,0.74,-0.12,-0.02,-0.02,Ban Normal
00:02:26:736,0,-0.2,1.15,-0.17,-0.01,-0.03,Ban Normal
00:02:26:836,-0.01,-0.02,1.23,-0.14,-0.06,-0.04,Ban Normal
00:02:26:936,-0.04,-0.22,1.06,-0.11,0.02,-0.02,Ban Normal
00:02:27:036,-0.02,-0.33,0.81,-0.09,-0.11,-0.02,Ban Normal
00:02:27:136,-0.02,-0.21,1.06,-0.09,-0.06,-0.04,Ban Normal
00:02:27:236,-0.04,-0.08,1.14,-0.16,-0.01,-0.02,Ban Normal
00:02:27:336,-0.03,-0.17,0.87,-0.06,-0.14,0,Ban Normal
00:02:27:436,-0.01,-0.24,1.14,-0.15,-0.05,0.02,Ban Normal
00:02:27:536,-0.02,-0.13,0.89,-0.13,-0.05,0.07,Ban Normal
00:02:27:636,0,-0.5,1.04,-0.33,0.05,0.05,Ban Normal
00:02:27:736,-0.02,-0.1,1.13,-0.1,0,0.14,Ban Normal
00:02:27:836,0.05,-0.38,0.87,-0.35,0.21,0.04,Ban Normal
00:02:27:936,0.02,-0.14,1.01,-0.37,0.01,0,Ban Normal
00:02:28:036,-0.02,0.03,0.95,-0.09,0.08,0.05,Ban Normal
00:02:28:136,-0.04,-0.35,1.01,-0.11,0.2,0,Ban Normal
00:02:28:236,0.02,0.01,1.11,-0.05,0,-0.03,Ban Normal
00:02:28:336,-0.08,-0.14,1.18,0.53,0.23,0.04,Ban Normal
00:02:28:436,-0.03,-0.42,1.05,0.12,0.05,-0.14,Ban Normal
00:02:28:536,0,-0.28,1.18,-0.31,-0.05,-0.13,Ban Normal
00:02:28:636,0.01,-0.1,1.04,-0.19,-0.08,-0.06,Ban Normal
00:02:28:736,-0.06,-0.07,0.92,-0.11,-0.04,-0.02,Ban Normal
00:02:28:836,-0.08,-0.26,0.87,-0.23,-0.07,-0.08,Ban Normal
00:02:28:936,-0.03,-0.32,0.96,-0.22,-0.04,-0.01,Ban Normal
00:02:29:036,-0.01,-0.26,0.91,-0.1,-0.07,0.04,Ban Normal
00:02:29:136,-0.02,-0.18,0.96,-0.02,-0.05,0.05,Ban Normal
00:02:29:236,-0.05,-0.28,1.07,-0.08,0.03,0,Ban Normal
00:02:29:336,-0.02,-0.21,0.87,-0.07,-0.03,-0.06,Ban Normal
00:02:29:436,0,-0.32,1.02,-0.14,-0.1,-0.12,Ban Normal
00:02:29:536,-0.03,-0.35,0.84,-0.09,-0.2,-0.07,Ban Normal
00:02:29:636,-0.03,-0.18,1.09,-0.03,-0.08,-0.02,Ban Normal
00:02:29:736,-0.03,-0.05,0.97,-0.13,-0.08,0.01,Ban Normal
00:02:29:836,-0.06,-0.08,1.24,-0.14,0.02,0.01,Ban Normal
00:02:29:936,0.04,-0.18,0.84,-0.07,-0.1,0.02,Ban Normal
00:02:30:036,-0.02,-0.4,0.93,-0.09,0.01,0,Ban Normal
00:02:30:136,0,-0.18,1.13,-0.11,-0.14,-0.01,Ban Normal
00:02:30:236,-0.01,-0.08,1.22,-0.16,-0.1,-0.01,Ban Normal
00:02:30:336,-0.01,-0.33,0.98,-0.13,-0.08,0.06,Ban Normal
00:02:30:435,-0.01,-0.16,1.11,-0.21,0.05,0.1,Ban Normal
00:02:30:536,-0.02,-0.28,1.08,-0.16,0.09,0.07,Ban Normal
00:02:30:636,0.03,-0.25,0.83,-0.12,0.07,0.04,Ban Normal
00:02:30:736,0,-0.06,1.08,-0.07,0.05,0,Ban Normal
00:02:30:836,0,-0.34,0.97,-0.13,0.01,-0.03,Ban Normal
00:02:30:936,0.02,0.03,1.01,-0.08,-0.07,-0.01,Ban Normal
00:02:31:036,-0.04,-0.09,1.01,0.05,0.02,0.12,Ban Normal
00:02:31:136,-0.08,-0.12,1.22,-0.21,0.15,0.09,Ban Normal
00:02:31:236,0,-0.41,1.03,-0.02,0.04,0,Ban Normal
00:02:31:336,-0.02,-0.18,1.04,-0.18,0.04,-0.01,Ban Normal
00:02:31:436,0.01,-0.12,0.88,0.01,0.04,0.03,Ban Normal
00:02:31:536,-0.03,-0.26,1.01,-0.07,0.15,0.05,Ban Normal
00:02:31:635,-0.04,-0.02,1.09,0.09,0.13,0.04,Ban Normal
00:02:31:736,-0.07,-0.08,1.16,-0.16,0.17,0,Ban Normal
00:02:31:836,0.02,-0.39,0.84,-0.06,0.01,-0.03,Ban Normal
00:02:31:936,0,-0.38,1.09,-0.42,0.05,-0.08,Ban Normal
00:02:32:036,-0.02,0.01,1.11,-0.05,-0.01,-0.03,Ban Normal
00:02:32:136,0.02,-0.24,1.05,-0.51,0.13,-0.08,Ban Normal
00:02:32:236,0.04,-0.4,0.95,-0.45,-0.01,-0.07,Ban Normal
00:02:32:336,0,-0.38,0.88,-0.1,-0.02,-0.02,Ban Normal
00:02:32:436,-0.09,-0.29,0.99,0.16,0.02,0.03,Ban Normal
00:02:32:536,-0.09,-0.24,1.13,-0.04,0.1,0.01,Ban Normal
00:02:32:636,-0.06,-0.03,1.1,-0.08,0,-0.03,Ban Normal
00:02:32:735,-0.01,0.14,0.98,0.02,-0.07,-0.02,Ban Normal
00:02:32:836,-0.01,0.04,1.11,-0.22,0.04,-0.05,Ban Normal
00:02:32:936,-0.04,0.03,0.84,-0.08,-0.01,-0.02,Ban Normal
00:02:33:036,-0.01,-0.12,0.88,-0.07,0.03,-0.01,Ban Normal
00:02:33:136,-0.01,-0.21,1.14,-0.51,-0.02,-0.09,Ban Normal
00:02:33:236,0,-0.31,0.89,0.01,-0.03,-0.02,Ban Normal
00:02:33:336,-0.07,-0.18,1.41,-0.03,0.18,-0.04,Ban Normal
00:02:33:436,-0.04,-0.14,1.08,-0.05,-0.01,-0.02,Ban Normal
00:02:33:536,-0.04,-0.26,1.17,-0.21,0.02,-0.07,Ban Normal
00:02:33:636,-0.03,-0.07,0.99,0.03,0,0,Ban Normal
00:02:33:736,-0.02,-0.15,0.99,-0.23,-0.03,-0.02,Ban Normal
00:02:33:835,-0.02,-0.2,0.95,-0.24,0,0,Ban Normal
00:02:33:936,-0.05,-0.21,1.08,0.11,0,0.01,Ban Normal
00:02:34:036,-0.05,-0.45,1.17,-0.2,0.13,-0.06,Ban Normal
00:02:34:136,-0.07,-0.21,1,0.15,0.02,-0.02,Ban Normal
00:02:34:236,-0.06,-0.4,1.2,0.05,0.09,-0.04,Ban Normal
00:02:34:336,-0.01,-0.48,0.78,0.03,0.02,-0.03,Ban Normal
00:02:34:436,0.02,-0.35,1.11,-0.33,0.01,-0.09,Ban Normal
00:02:34:536,-0.04,-0.03,0.99,0.22,-0.11,-0.04,Ban Normal
00:02:34:636,-0.08,-0.2,1.02,-0.26,0.19,-0.07,Ban Normal
00:02:34:736,-0.01,-0.31,1.02,0.07,0.13,-0.03,Ban Normal
00:02:34:836,-0.08,0.04,1.03,-0.02,-0.13,-0.04,Ban Normal
00:02:34:935,-0.02,-0.3,1.26,-0.5,0.05,-0.12,Ban Normal
00:02:35:036,0.06,-0.32,0.63,-0.1,-0.18,-0.1,Ban Normal
00:02:35:136,-0.03,-0.48,1.07,-0.24,0.05,-0.06,Ban Normal
00:02:35:236,-0.02,-0.23,0.82,-0.07,-0.04,-0.05,Ban Normal
00:02:35:336,-0.02,-0.42,0.8,-0.08,-0.01,-0.05,Ban Normal
00:02:35:436,0,-0.3,1.08,-0.13,0.04,-0.08,Ban Normal
00:02:35:536,-0.04,-0.43,0.91,-0.08,0.02,-0.04,Ban Normal
00:02:35:636,-0.1,-0.39,0.96,0.05,0.01,0,Ban Normal
00:02:35:736,-0.03,-0.26,0.99,0.08,0.04,-0.05,Ban Normal
00:02:35:836,-0.01,-0.16,1.02,-0.19,-0.03,-0.07,Ban Normal
00:02:35:936,-0.01,-0.37,0.95,-0.36,0.14,-0.09,Ban Normal
00:02:36:035,0.01,-0.17,0.94,-0.12,0.07,-0.08,Ban Normal
00:02:36:136,-0.03,-0.37,1.1,-0.12,0.13,-0.07,Ban Normal
00:02:36:236,0.01,-0.31,1.15,-0.47,0.11,-0.12,Ban Normal
00:02:36:336,-0.04,-0.11,1.21,0.07,0.11,-0.06,Ban Normal
00:02:36:436,-0.02,-0.26,0.99,-0.26,0.01,-0.07,Ban Normal
00:02:36:536,0.01,-0.23,0.81,-0.12,-0.02,-0.03,Ban Normal
00:02:36:636,-0.01,0.02,0.73,-0.1,0.05,-0.04,Ban Normal
00:02:36:736,-0.04,-0.23,1.04,-0.2,0.2,-0.04,Ban Normal
00:02:36:836,-0.07,-0.13,0.75,0.39,-0.07,0.04,Ban Normal
00:02:36:936,-0.07,-0.26,1.01,0.02,0.13,-0.11,Ban Normal
00:02:37:036,0.03,-0.08,1.12,-0.52,0.09,-0.16,Ban Normal
00:02:37:135,0.01,-0.07,0.61,0.2,0.04,0,Ban Normal
00:02:37:236,0.02,-0.41,0.81,-0.4,0.1,-0.15,Ban Normal
00:02:37:336,-0.02,0.06,0.79,-0.07,0,-0.11,Ban Normal
00:02:37:436,0.04,-0.17,1.16,-0.22,-0.02,-0.16,Ban Normal
00:02:37:536,0.01,-0.34,0.8,-0.17,-0.11,-0.16,Ban Normal
00:02:37:636,-0.04,-0.19,0.86,-0.28,0.02,-0.14,Ban Normal
00:02:37:736,-0.05,-0.05,1.14,-0.06,0,-0.11,Ban Normal
00:02:37:836,0.01,-0.4,1.18,-0.07,0.13,-0.17,Ban Normal
00:02:37:936,-0.02,-0.35,0.94,0.22,-0.06,-0.15,Ban Normal
00:02:38:036,-0.04,-0.12,1.24,-0.29,0,-0.16,Ban Normal
00:02:38:136,-0.03,-0.05,0.95,0.17,-0.09,-0.09,Ban Normal
00:02:38:236,-0.04,-0.29,1.07,-0.03,-0.07,-0.15,Ban Normal
00:02:38:336,-0.03,-0.2,0.75,-0.1,-0.12,-0.11,Ban Normal
00:02:38:436,-0.05,0,0.91,0.15,-0.12,-0.09,Ban Normal
00:02:38:536,-0.08,0.14,1.05,-0.12,0.01,-0.08,Ban Normal
00:02:38:636,0,-0.12,0.58,-0.21,-0.09,-0.06,Ban Normal
00:02:38:736,0.08,-0.08,0.91,-0.36,-0.01,-0.04,Ban Normal
00:02:38:836,-0.12,-0.01,0.88,0.3,-0.06,0.03,Ban Normal
00:02:38:936,-0.05,-0.38,1.01,-0.02,0.05,-0.01,Ban Normal
00:02:39:036,0.03,-0.1,1.08,0.04,-0.01,-0.04,Ban Normal
00:02:39:136,-0.02,-0.23,0.98,0.14,-0.09,-0.01,Ban Normal
00:02:39:236,-0.08,-0.31,0.93,-0.08,0.05,-0.04,Ban Normal
00:02:39:336,-0.06,-0.26,0.74,0.03,-0.04,-0.06,Ban Normal
00:02:39:436,-0.04,-0.33,0.91,0.1,-0.14,-0.03,Ban Normal
00:02:39:536,-0.02,-0.4,1.05,-0.33,-0.01,-0.11,Ban Normal
00:02:39:636,-0.04,-0.29,0.81,0.07,-0.05,-0.03,Ban Normal
00:02:39:736,-0.03,-0.32,1.08,-0.11,-0.06,-0.05,Ban Normal
00:02:39:836,-0.04,-0.31,1.24,-0.17,0.02,-0.04,Ban Normal
00:02:39:936,0.03,-0.23,0.93,-0.12,-0.02,-0.01,Ban Normal
00:02:40:036,-0.03,-0.28,1.25,-0.14,0.05,-0.01,Ban Normal
00:02:40:136,-0.05,-0.29,0.72,-0.03,-0.01,0.01,Ban Normal
00:02:40:236,-0.03,-0.31,1.05,-0.18,-0.01,0,Ban Normal
00:02:40:335,0.01,-0.17,1.01,-0.09,-0.02,-0.01,Ban Normal
00:02:40:436,-0.02,-0.08,0.97,-0.02,0,0.02,Ban Normal
00:02:40:535,-0.05,-0.23,1.13,0,0.11,0.01,Ban Normal
00:02:40:636,-0.05,-0.39,0.92,-0.08,0.09,-0.01,Ban Normal
00:02:40:736,0,-0.34,1,-0.03,-0.01,-0.02,Ban Normal
00:02:40:836,-0.02,-0.18,1.05,0.04,-0.03,-0.01,Ban Normal
00:02:40:936,-0.07,-0.46,0.98,-0.07,0.1,-0.04,Ban Normal
00:02:41:035,0,-0.42,0.97,-0.15,0.02,-0.06,Ban Normal
00:02:41:135,-0.01,-0.32,0.87,-0.03,0,-0.02,Ban Normal
00:02:41:236,-0.02,-0.29,1.15,0.01,-0.02,-0.04,Ban Normal
00:02:41:336,-0.05,-0.4,0.95,-0.07,0.02,-0.05,Ban Normal
00:02:41:435,0,-0.41,1.08,-0.06,0.05,-0.03,Ban Normal
00:02:41:536,-0.01,-0.29,0.92,-0.07,-0.08,-0.04,Ban Normal
00:02:41:636,-0.04,-0.41,0.88,-0.15,0.01,-0.02,Ban Normal
00:02:41:736,-0.04,-0.44,0.93,-0.12,0.02,-0.02,Ban Normal
